customer_id,Recency,Frequency,Monetary
KGHV9,102,1,5291
KGLH4,305,1,547
KGM68,232,1,27590
KGMB4,240,1,17093
KGQAI,344,1,26594
KGTFV,107,1,11136
KGTIF,45,1,3495
KGU0I,137,1,15991
KGUWV,305,1,16390
KGWCQ,285,1,3036
KH0OV,131,1,3379
KH0XL,293,1,2941
KH1M0,10,1,8440
KH1P4,291,1,16045
KH4DJ,60,1,22194
KH5GG,6,1,11792
KH5RN,220,1,6090
KH6XY,286,1,8496
KH9MN,268,1,8995
KH9VT,164,1,21444
KHCU2,224,1,3897
KHGA3,248,1,39682
KHKWW,328,1,3926
KHL4N,105,1,5553
KHLBO,207,1,43693
KHMUQ,243,1,12390
KHOT0,275,1,19691
KHP3V,160,1,28492
KHPU4,1,1,10695
KHQW3,304,1,13145
KHTWH,45,1,11290
KHXBV,118,1,8093
KHXIH,229,1,11493
KI0PD,159,1,50190
KI1E5,203,1,2694
KIC55,162,1,14295
KICTQ,262,1,8262
KIHNQ,307,1,27191
KILJZ,156,1,4862
KIN69,322,1,3059
KINEM,69,1,7740
KIP0Z,103,1,14894
KIRMW,278,1,37443
KISRH,246,1,11113
KIUP4,282,1,24590
KIWS0,5,1,15293
KIXE9,351,1,6743
KJ59I,134,1,18608
KJ7Q1,160,1,10290
KJGKT,80,1,2245
KJIA0,257,1,16992
KJJDV,290,1,27090
KJJKP,104,1,22594
KJKMO,266,1,3215
KJLSF,347,1,17591
KJO3L,131,1,2386
KJOA0,9,1,10540
KJTNU,215,1,26742
KJU0D,260,1,1267
KJUIJ,288,1,46791
KJZKY,49,1,3077
KK115,75,1,18991
KK4ZY,99,1,23692
KK56K,299,1,1744
KKB0K,73,1,23492
KKCGE,308,1,5390
KKL51,258,1,38743
KKQ6N,199,1,5041
KKT2C,276,1,13095
KKUN8,247,1,1718
KKWHU,11,1,14590
KKWV2,255,1,9090
KKWV4,300,1,9194
KKYBX,266,1,17472
KKYEJ,292,1,50590
KKZ7Z,361,1,6092
KL0F4,346,1,18040
KL6ID,290,1,9012
KL78Z,63,1,7505
KLGBV,41,1,7692
KLGUM,303,1,26992
KLHKL,50,1,9890
KLJOO,343,1,10041
KLM19,211,1,5842
KLMYG,44,1,19344
KLQE6,175,1,16194
KLWDF,237,1,7395
KLWX0,168,1,13441
KLY7K,142,1,2664
KLZJ3,203,1,14190
KM6OJ,21,1,12293
KM8VB,51,1,22041
KMA85,253,1,8590
KMAAW,250,1,12691
KMBXR,16,1,2145
KMBZJ,142,1,528
KMEEI,269,1,5615
KMGKG,57,1,50941
KMIXU,83,1,6544
KMMJA,45,1,2123
KMOD7,105,1,9594
KMQDM,139,1,14203
KMQMH,346,1,10991
KMXWN,83,1,6795
KMY8P,175,1,5245
KMYVI,97,1,14491
KN5LD,153,1,8343
KN8YN,179,1,18295
KN9PM,61,1,600
KNBNE,239,1,39444
KND7P,179,1,9293
KND8E,253,1,12293
KNDY6,267,1,716
KNFMS,10,1,8843
KNFVY,195,1,514
KNG9T,29,1,21942
KNHL2,333,1,10694
KNJJR,152,1,9841
KNMBE,239,1,6894
KNPDR,38,1,5594
KNTFF,162,1,19395
KNTJL,169,1,14912
KNYYO,265,1,15793
KO1NQ,345,1,3812
KO1ZU,33,1,21241
KOCGI,21,1,14793
KOE6G,266,1,5755
KOFMQ,136,1,9292
KOG21,190,1,12292
KOH4D,231,1,2543
KOKPE,157,1,11094
KOL8O,260,1,11495
KOLTD,137,1,3864
KORM4,94,1,9091
KOVUP,36,1,2440
KP0YC,290,1,8772
KP1TY,143,1,15092
KP2OA,7,1,1003
KP437,210,1,18772
KP6ZQ,154,1,17842
KP77P,338,1,12268
KPBE3,289,1,7242
KPF55,31,1,4043
KPFUS,260,1,18294
KPHHS,289,1,4512
KPK07,164,1,11192
KPMYF,297,1,2711
KPNRN,151,1,7492
KPO5L,327,1,7794
KPOHX,311,1,24692
KPTO2,204,1,5442
KPYVK,234,1,4244
KQ2HV,97,1,6691
KQ72D,130,1,8591
KQ7JT,126,1,3464
KQ7L1,360,1,11393
KQ8HV,3,1,16393
KQAGO,13,1,17674
KQANR,225,1,34792
KQB84,87,1,8295
KQELD,179,1,22192
KQNPY,340,1,9741
KQPEG,155,1,11795
KQPWB,140,1,3244
KQR2K,32,1,6844
KQU2M,357,1,3124
KQWER,302,1,2230
KR0MD,59,1,20901
KR1VU,207,1,1659
KR28O,324,1,42409
KR2KS,220,1,7795
KR54O,190,1,1666
KR698,175,1,3054
KR8A7,187,1,12041
KRAC1,179,1,10791
KRBC0,112,1,8043
KRD6Y,187,1,941
KRGDF,318,1,14294
KRJHV,107,1,6295
KRJL3,40,1,22291
KRLE5,200,1,22792
KRRAS,326,1,5630
KRVAD,15,1,8795
KRW9X,211,1,6658
KRX5D,245,1,11324
KRXNF,41,1,5845
KRXR4,282,1,5595
KS1W2,233,1,5544
KS9RL,247,1,15290
KSDWD,305,1,11943
KSNZE,347,1,7491
KSOAA,161,1,21995
KSZQ3,266,1,11244
KT1QI,82,1,9293
KT5RR,23,1,19995
KT5XZ,281,1,1480
KT616,144,1,14194
KTC1R,42,1,6845
KTEZ4,121,1,5045
KTH7N,215,1,12443
KTKNQ,47,1,6991
KTKXK,119,1,5993
KTMJM,15,1,585
KTOLE,337,1,4192
KTRBF,209,1,18194
KTVMA,19,1,4445
KTW4N,141,1,7795
KU3KQ,338,1,6792
KU83K,124,1,14492
KUDZV,71,1,281
KUE5G,17,1,14843
KUEO1,32,1,14791
KUF8A,244,1,14891
KUG6N,217,1,8342
KUGEE,286,1,6192
KUJ9J,195,1,3294
KUJR1,342,1,24893
KULM9,110,1,10838
KUMZU,56,1,14192
KUVLW,56,1,8192
KUZAU,176,1,16242
KV034,282,1,12492
KV2N3,156,1,15012
KV437,253,1,15094
KV4C1,134,1,13790
KV7AJ,257,1,21938
KVB5X,206,1,5191
KVCRE,288,1,799
KVDZS,78,1,3591
KVE9W,34,1,12694
KVFAW,250,1,5702
KVIF2,360,1,3595
KVLHI,287,1,16624
KVT93,314,1,371
KVV69,350,1,9292
KVXPW,120,1,16871
KW0ME,81,1,8095
KW68E,294,1,11894
KW8CI,94,1,11190
KW9CG,281,1,4248
KWC4L,357,1,16291
KWF0O,225,1,10994
KWHIJ,74,1,12291
KWICG,115,1,23593
KWJ2I,12,1,7395
KWJ6C,240,1,7342
KWMF6,314,1,33793
KWOKS,6,1,3213
KWPYY,317,1,6070
KWTKK,236,1,24390
KWTVR,330,1,15691
KWUG1,193,1,15512
KWVJ8,144,1,19041
KWWRP,62,1,15690
KWWXX,81,1,2718
KWY4Y,117,1,22342
KWY72,124,1,11394
KX0AJ,15,1,12192
KX0EY,306,1,11592
KX0L6,358,1,15394
KX1AY,2,1,8511
KX521,205,1,4544
KX8A4,303,1,13140
KXFRQ,280,1,7736
KXGDM,308,1,15495
KXGMP,5,1,6245
KXILE,219,1,17594
KXKGC,209,1,10690
KXNSI,266,1,7793
KXOPX,242,1,5045
KXSTT,316,1,8693
KXSUC,134,1,19494
KXVV7,127,1,10295
KXX94,361,1,2641
KXXB2,306,1,15139
KXXNK,93,1,9514
KXZPY,335,1,12915
KY0P2,43,1,16140
KY351,46,1,6394
KY6D9,252,1,48241
KYA0C,275,1,528
KYD2L,338,1,5914
KYD9P,169,1,12691
KYDY4,184,1,8026
KYE1Z,84,1,5895
KYE2S,53,1,13542
KYG4T,177,1,2186
KYHRJ,40,1,5284
KYIMO,218,1,14394
KYL6Z,308,1,11190
KYQBN,147,1,22890
KYQOF,67,1,1940
KYR1Q,235,1,4243
KYRZL,153,1,1745
KYY7B,88,1,2389
KZ1G8,67,1,10274
KZ2H4,240,1,3995
KZ8KD,208,1,13291
KZB42,185,1,8942
KZCPA,96,1,11305
KZECI,24,1,9823
KZKD0,42,1,4723
KZOLY,266,1,15540
KZPEW,153,1,17993
KZQ4U,335,1,21994
KZQLX,33,1,4794
KZROG,219,1,6443
KZRYK,65,1,16890
KZVNA,76,1,26142
L02P1,109,1,5561
L06TY,229,1,16192
L06ZD,107,1,6210
L08D9,64,1,6193
L0BOG,239,1,10692
L0BW7,209,1,23592
L0DQE,44,1,19795
L0DVS,333,1,4891
L0E86,258,1,7147
L0I53,244,1,13195
L0PZ4,330,1,2057
L0RPD,157,1,6741
L0TGR,119,1,25793
L0TLY,93,1,36790
L0TMZ,104,1,20494
L0VDZ,286,1,4595
L0WL6,353,1,26194
L0YZ8,244,1,4144
L13LV,290,1,10870
L151K,203,1,8483
L15OH,292,1,8387
L1E4A,164,1,8891
L1OT6,9,1,387
L1Q1Z,233,1,44992
L1QD1,62,1,10995
L1ROO,150,1,11013
L1VPN,126,1,5394
L1WDS,170,1,22794
L1Y84,230,1,8942
L206H,40,1,10143
L20I7,73,1,24293
L25VH,250,1,2145
L266C,133,1,5413
L283A,52,1,6490
L2GQM,101,1,20291
L2HQ7,100,1,8994
L2HUV,28,1,26292
L2ITR,16,1,4370
L2KB4,310,1,7142
L2LG0,318,1,21493
L2MX7,286,1,5895
L2N2P,352,1,29440
L2NZ3,114,1,10040
L2QES,359,1,24292
L2UKC,335,1,1039
L2VHB,149,1,10373
L372Q,279,1,3845
L37MQ,5,1,2844
L37YH,68,1,22740
L3DCR,167,1,4543
L3DE6,309,1,4011
L3EJB,209,1,23990
L3FHZ,134,1,9694
L3H45,73,1,3243
L3LQY,227,1,8893
L3LWA,79,1,14941
L3LZU,65,1,17291
L3M6M,93,1,13395
L3NLT,301,1,17190
L3OAQ,197,1,5195
L3QF0,43,1,11891
L3S65,15,1,13941
L3VGQ,183,1,15545
L3ZRM,232,1,29390
L46LS,171,1,3845
L4AEG,23,1,1794
L4C4U,29,1,19794
L4CK9,218,1,9792
L4DVS,192,1,7492
L4G81,59,1,8195
L4JQC,5,1,39342
L4LV2,265,1,16295
L4NHF,297,1,19090
L4NZK,193,1,6295
L4PSJ,139,1,21140
L4Q5Y,30,1,7341
L4QY1,52,1,13194
L4TI1,153,1,9191
L4VUN,141,1,11991
L4WBR,173,1,12693
L4ZGL,337,1,20494
L524P,35,1,17091
L554H,217,1,7490
L59W8,7,1,13593
L5BAI,314,1,1772
L5C8Q,11,1,14094
L5CEL,149,1,8394
L5EWE,6,1,16442
L5G63,328,1,7021
L5H0O,185,1,655
L5JVW,50,1,10644
L5LNB,187,1,23751
L5PKS,69,1,7245
L5PLR,132,1,1715
L5U6N,121,1,7134
L5UCU,187,1,19590
L5X3W,263,1,10294
L66IX,35,1,11145
L66UF,133,1,10291
L6A51,36,1,7994
L6C8C,60,1,5268
L6EH0,232,1,42291
L6GLK,56,1,19282
L6IF4,296,1,30791
L6JS8,193,1,19491
L6KL5,270,1,3494
L6L86,161,1,3841
L6OSW,291,1,537
L6R5N,147,1,6531
L6VQH,174,1,26391
L6YMB,288,1,6214
L6Z4G,353,1,35091
L71D0,60,1,7791
L71JA,2,1,10279
L72LV,79,1,10993
L77KZ,84,1,2217
L79AU,104,1,3988
L79U7,156,1,58790
L7BQK,106,1,17595
L7DYC,356,1,10695
L7E75,73,1,18191
L7FOQ,291,1,9391
L7GCA,67,1,15594
L7GQW,301,1,3895
L7H3D,111,1,8040
L7HHP,237,1,12394
L7N5P,252,1,6793
L7OP3,199,1,11092
L7OPI,93,1,30592
L7SPM,266,1,9220
L7TAD,3,1,1041
L7UD3,322,1,4755
L7UL3,204,1,25493
L7ZVY,291,1,7958
L856O,104,1,18791
L86PA,259,1,7495
L87XF,231,1,7195
L898V,106,1,4318
L8CFW,38,1,15092
L8E4Q,18,1,11593
L8HJX,66,1,34741
L8J7C,14,1,13790
L8NC5,291,1,8195
L8OPV,83,1,27993
L8T11,298,1,25642
L8UK8,333,1,5343
L8VHA,204,1,15093
L8XN6,221,1,13395
L90XF,32,1,18895
L95OD,39,1,7026
L96H5,16,1,59290
L9B9S,95,1,2343
L9G1B,20,1,13092
L9H2D,226,1,30494
L9HKM,130,1,9890
L9LDA,51,1,5715
L9OZ0,337,1,19592
L9PJ9,316,1,2237
L9PTA,198,1,44642
L9RKA,42,1,4495
L9RVB,158,1,2993
L9TFB,159,1,1963
L9U88,238,1,19591
L9U9Z,101,1,14594
L9X6C,59,1,17495
L9XD7,27,1,3694
L9Y7I,297,1,11394
L9Z3V,174,1,654
L9ZJT,286,1,4777
L9ZPU,164,1,1539
LA04Q,71,1,18292
LA5WN,52,1,10490
LA75P,216,1,7142
LAC9F,146,1,21594
LACQ6,75,1,11944
LACXP,31,1,10444
LAERD,16,1,8894
LAF1Y,258,1,4538
LAM41,169,1,17491
LAMG5,9,1,6842
LAOA7,123,1,1416
LAR7U,194,1,27590
LARJQ,27,1,3595
LARX8,360,1,18143
LASZB,148,1,14291
LAT1R,106,1,27793
LAVB4,98,1,15341
LAW5U,100,1,2253
LB0OJ,185,1,4962
LB99C,196,1,9140
LBCXR,176,1,12541
LBEVF,53,1,20791
LBF8R,189,1,20990
LBG8L,346,1,2114
LBHI2,220,1,7612
LBI27,349,1,10643
LBIYE,54,1,2544
LBJ2V,37,1,17492
LBKB1,265,1,37195
LBKJ7,56,1,7595
LBTWX,267,1,15894
LBV80,23,1,8673
LBWVK,4,1,10112
LBZIE,187,1,2107
LC336,121,1,7591
LC356,302,1,5492
LCBCG,94,1,12093
LCBGY,114,1,15644
LCJJV,331,1,13990
LCMS6,177,1,2859
LCRLE,187,1,2617
LCW82,244,1,20491
LCWIA,222,1,14995
LCWKN,31,1,10145
LD29F,332,1,23142
LD30J,336,1,13093
LD4O7,229,1,7044
LD67R,259,1,4545
LD6IP,219,1,10695
LDBTA,36,1,8494
LDEMK,336,1,10493
LDJS7,352,1,5944
LDK1Q,279,1,9141
LDKMZ,65,1,5295
LDLYX,143,1,9693
LDO5J,104,1,15093
LDP56,298,1,10094
LDU2B,115,1,29840
LE3FM,210,1,15990
LE7A6,168,1,7492
LE7PP,267,1,584
LE9G7,169,1,2896
LEE51,283,1,12190
LEI5G,235,1,49291
LEJMY,66,1,14394
LENAH,296,1,11494
LEOFQ,342,1,11893
LEOR0,64,1,833
LEQK4,187,1,5295
LEXPW,153,1,26693
LF1GL,236,1,8395
LF2D4,44,1,11891
LF6J5,110,1,33791
LF6Q8,22,1,20879
LF6YK,337,1,8494
LF718,17,1,8544
LF8FB,138,1,3544
LF9C6,6,1,14293
LFAR4,237,1,11542
LFCK3,248,1,18092
LFFSD,111,1,4494
LFJO1,213,1,14842
LFKT7,242,1,10693
LFKU2,321,1,30491
LFLAU,116,1,14144
LFPJC,17,1,20640
LFUPK,351,1,51291
LFVF9,223,1,6792
LFWRB,117,1,11413
LFXJA,208,1,6641
LFYAB,41,1,6665
LG09V,150,1,18140
LG0AO,94,1,8392
LG12X,14,1,7495
LG1IS,102,1,10290
LG310,313,1,13291
LG5TL,121,1,14693
LGAH2,218,1,10591
LGBDM,248,1,4811
LGJT9,242,1,2158
LGJZE,156,1,19990
LGKMI,350,1,24195
LGN79,65,1,6989
LGQ90,355,1,694
LGUV1,56,1,7895
LGVQW,339,1,8392
LGWI0,194,1,3043
LGWVE,164,1,4695
LGWZ8,323,1,9793
LGZFL,1,1,4092
LH489,206,1,708
LH4M6,197,1,17392
LH4P9,239,1,16290
LH7GH,294,1,10493
LH8ZC,125,1,13842
LHCW1,267,1,12895
LHDZI,85,1,22690
LHE59,130,1,15891
LHH9G,360,1,3494
LHIA6,330,1,10243
LHMSP,202,1,4141
LHOQZ,2,1,9895
LHQJS,264,1,13942
LHRBI,115,1,10944
LHRK6,36,1,6321
LHU22,279,1,8384
LHU61,309,1,12492
LHVOT,173,1,9295
LHWGJ,41,1,5715
LHXZ5,57,1,11295
LI0LO,307,1,295
LI2H8,355,1,9890
LI4XP,319,1,4244
LI53Z,260,1,7841
LI6AI,193,1,13294
LIHBL,26,1,10595
LIJD1,319,1,16694
LIJYJ,44,1,26311
LINZ9,100,1,14392
LIQ9V,3,1,16791
LITWL,6,1,13640
LIYVT,283,1,21593
LIZV8,180,1,17794
LJ2JC,218,1,772
LJ2JS,67,1,14393
LJ3EL,325,1,4944
LJ7EW,140,1,4432
LJ8AE,281,1,21495
LJ9GO,227,1,3165
LJEK3,256,1,8395
LJFBE,106,1,20444
LJFH0,49,1,14333
LJI87,79,1,10195
LJLCU,202,1,23341
LJNSG,108,1,11843
LJOJS,129,1,20181
LJPNC,316,1,26290
LJRFW,3,1,15394
LJRJJ,128,1,8694
LJXHP,36,1,18094
LJYNX,242,1,3542
LJZ9N,86,1,16890
LK1EU,254,1,984
LK4MW,240,1,1740
LK5D2,357,1,22492
LK7GG,159,1,19190
LK8FI,68,1,7094
LK8R6,28,1,22593
LK9G2,223,1,40741
LKAWW,134,1,4494
LKBMV,208,1,25020
LKEA4,265,1,4992
LKMVF,28,1,7440
LKNOX,159,1,8890
LKOUM,318,1,14390
LKP8R,128,1,40180
LKSBN,98,1,4224
LKVBJ,178,1,8492
LKYQN,275,1,2058
LKZFH,52,1,31492
LKZHA,338,1,5641
LL4AF,46,1,3893
LL9CJ,302,1,10643
LLBM8,6,1,14993
LLG3T,288,1,38242
LLHB4,307,1,9695
LLMBH,219,1,3795
LLPDC,306,1,22192
LLPRZ,118,1,13441
LLT4G,43,1,13843
LLWG6,144,1,5893
LLWJI,247,1,12243
LLX16,306,1,9568
LLXAF,153,1,3837
LLXP2,329,1,18092
LLXSX,281,1,2994
LM2W0,155,1,13792
LM71Z,39,1,7912
LM913,248,1,3345
LM9Y8,289,1,40791
LMB73,351,1,22793
LMBOY,246,1,19292
LMIQ8,78,1,12292
LMJ3G,226,1,9245
LMJSC,346,1,4895
LMKRN,168,1,47261
LMLQ3,296,1,6391
LMN47,152,1,31890
LMO6O,246,1,25690
LMPLC,224,1,35145
LMQE5,256,1,27492
LMUS7,157,1,10793
LMWA9,229,1,12894
LMY0E,362,1,17592
LMY8M,240,1,10294
LMZA3,316,1,8641
LN34F,295,1,8695
LN3T2,117,1,10694
LN5UB,144,1,14891
LN797,261,1,17295
LNG23,7,1,7593
LNIWZ,93,1,10293
LNIXE,312,1,9794
LNRRS,63,1,4695
LNTHY,223,1,4992
LNTT3,68,1,3763
LNV1W,230,1,31890
LO5XB,92,1,3163
LO671,74,1,6844
LO6TQ,335,1,8191
LO8HE,152,1,5691
LO95K,141,1,8293
LOBSL,362,1,3595
LOCM6,176,1,13092
LOCQA,137,1,15744
LOFNH,156,1,11293
LOLB5,240,1,10693
LOP7G,281,1,10743
LOPVM,215,1,4292
LOXW5,175,1,3568
LP2RO,78,1,2715
LP391,114,1,14291
LP3NN,213,1,4012
LP3OE,207,1,5192
LP44Y,313,1,3243
LP5MM,193,1,12290
LP8WT,340,1,14490
LPAHF,209,1,14922
LPE1K,305,1,34190
LPIE8,183,1,15642
LPJ1Y,334,1,9194
LPLM4,69,1,10195
LPOTD,179,1,50941
LPR9F,78,1,3895
LPT58,277,1,35192
LPXPU,329,1,18191
LPYRN,276,1,4095
LPZC1,165,1,6702
LQ29M,277,1,6960
LQ3C1,125,1,20890
LQ5TW,281,1,12093
LQ818,24,1,9294
LQ9X4,279,1,2080
LQBAB,58,1,9694
LQCXH,287,1,14693
LQEBV,345,1,8546
LQJ8G,330,1,9790
LQKZG,84,1,9890
LQNWY,231,1,10791
LQOGM,31,1,6294
LQPCR,282,1,8195
LQSQL,212,1,4593
LQUNF,155,1,16652
LQUXS,147,1,5559
LQVDT,38,1,32093
LQXCI,78,1,16090
LQXX6,122,1,4645
LQZ83,320,1,9893
LR0FV,271,1,13541
LR950,242,1,9482
LR9US,247,1,11990
LRAMV,172,1,8836
LRDJQ,254,1,15692
LRHGX,236,1,22290
LRJ2G,185,1,7592
LRNY3,113,1,18290
LROLY,358,1,3216
LRPY4,224,1,15495
LRQC2,226,1,14692
LRTSN,75,1,10242
LRWN1,350,1,703
LRXBF,204,1,26893
LS0Q6,147,1,31893
LS4U2,280,1,3644
LS67R,241,1,7601
LSA83,280,1,4795
LSNL8,282,1,13495
LSP29,359,1,12445
LSQYE,97,1,9993
LSRHL,351,1,12493
LSSOX,153,1,2698
LSUG9,360,1,16692
LSV75,170,1,1515
LT61K,313,1,4348
LTCQZ,129,1,3545
LTKVD,192,1,7195
LTM9E,266,1,9193
LTN7P,350,1,6494
LTN81,120,1,22840
LTV6M,295,1,5693
LTWLV,210,1,6206
LU1VM,229,1,7277
LU5A2,198,1,35795
LUA8W,51,1,9693
LUBVA,316,1,9684
LUCBJ,110,1,56693
LUCIE,77,1,4460
LUFPC,128,1,5595
LUHG9,180,1,9093
LUHQ4,349,1,8093
LUK0I,103,1,15292
LUQBW,12,1,15994
LUR9B,198,1,23144
LURRK,307,1,16693
LUX51,294,1,5895
LUZ4G,52,1,8994
LV02S,106,1,11594
LV0RS,294,1,10792
LV6Y5,312,1,8790
LV8A7,108,1,13621
LV8NH,121,1,3093
LV95S,357,1,12795
LVFOM,279,1,5326
LVITQ,53,1,6592
LVML0,338,1,4245
LVNBV,268,1,7943
LVNGV,333,1,8143
LVP79,101,1,12593
LVRXL,266,1,41993
LVTHC,226,1,9292
LVYIZ,62,1,23291
LVZBZ,157,1,8192
LVZJR,170,1,22093
LW11A,20,1,10491
LW160,241,1,32492
LW2NW,107,1,9095
LW3SF,57,1,7893
LW5PM,132,1,960
LW7E8,329,1,39392
LW8WE,91,1,27791
LWA7G,159,1,414
LWDLE,252,1,2831
LWHXR,13,1,3395
LWJP6,268,1,19090
LWO5X,45,1,8590
LX09L,355,1,3469
LX0M3,118,1,14191
LX3S5,233,1,24609
LX9S3,168,1,10595
LXE5A,195,1,3242
LXEG3,140,1,28292
LXN1J,318,1,18091
LXNIH,26,1,7793
LXRZV,145,1,6597
LXSOQ,342,1,9095
LXYIQ,129,1,9695
LXYOR,33,1,401
LY1CB,154,1,8995
LY34S,301,1,19740
LY55E,63,1,11891
LY5BO,199,1,25394
LY7NR,168,1,1131
LY9O9,9,1,24493
LYAJE,105,1,19295
LYAYA,153,1,2892
LYKPM,240,1,4908
LYM6G,237,1,21713
LYOBZ,154,1,5345
LYUDK,347,1,50690
LYVTN,202,1,6094
LZ2N8,243,1,3643
LZ69K,204,1,26593
LZBQJ,186,1,15691
LZBZ4,271,1,12094
LZC1D,187,1,6091
LZD2N,150,1,19643
LZD8R,313,1,2216
LZEXP,61,1,9193
LZIYA,54,1,10643
LZJFW,137,1,9794
LZJI9,286,1,14441
LZKRY,34,1,17925
LZM0R,163,1,9490
LZMRF,82,1,7165
LZNN8,353,1,10661
LZQB6,209,1,3792
LZR0M,84,1,15644
LZS7M,8,1,25392
LZVK1,144,1,12592
LZWAX,319,1,43707
LZX5R,119,1,3841
LZY2U,104,1,291
M01MA,31,1,6395
M06S7,242,1,5493
M09NK,226,1,5694
M0AO3,105,1,787
M0BGU,18,1,3252
M0DDM,355,1,11344
M0HXM,118,1,10195
M0LFJ,83,1,2056
M0NML,107,1,19471
M0RNH,289,1,3764
M0RPX,104,1,12092
M0VY9,79,1,24111
M0WF0,266,1,541
M0Y2X,13,1,2450
M1BL8,75,1,7017
M1E4P,321,1,15494
M1EZY,42,1,20990
M1FX0,64,1,11791
M1FXZ,78,1,6645
M1IDN,347,1,6664
M1LGU,33,1,2492
M1O35,263,1,5270
M1Q6G,127,1,903
M1SM3,7,1,23794
M1SRX,177,1,11393
M1W3W,56,1,6795
M1XSJ,333,1,7743
M1Y98,18,1,9795
M1ZGZ,318,1,5144
M25PC,147,1,11176
M27A0,242,1,13894
M296E,2,1,699
M29VD,26,1,17040
M2DFP,94,1,9127
M2E7D,124,1,12990
M2EIU,155,1,9741
M2EWV,334,1,23391
M2GIR,17,1,4387
M2J59,279,1,31492
M2KHR,211,1,11643
M2MV6,0,1,34690
M2N9O,128,1,7495
M2NDE,11,1,23242
M2OE2,111,1,18794
M2OO9,316,1,914
M2V6A,172,1,4894
M2W5W,342,1,7142
M2XZ8,110,1,12593
M2YI1,56,1,8091
M3040,190,1,15994
M335Q,116,1,17590
M34OT,151,1,1194
M37YG,286,1,595
M3BGO,320,1,11794
M3HCJ,227,1,6416
M3HU5,186,1,27092
M3IZY,189,1,11090
M3LVJ,36,1,15968
M3PQX,160,1,16193
M3QJ8,320,1,20393
M3RW5,224,1,14391
M3YCV,210,1,1999
M41DL,275,1,17294
M429W,38,1,15042
M446M,234,1,3613
M4HKS,12,1,3122
M4IQ2,256,1,10794
M4K8V,276,1,8325
M4S66,187,1,15890
M4XYZ,349,1,21092
M4Y0F,221,1,8295
M4ZQJ,197,1,7594
M50PJ,152,1,10590
M53MK,358,1,6441
M54CE,321,1,9744
M56DC,56,1,17290
M56QU,203,1,4946
M58NG,263,1,22441
M5BGI,333,1,16893
M5F3O,194,1,8692
M5F6G,58,1,8443
M5FWE,242,1,20091
M5I20,146,1,22942
M5J03,191,1,3391
M5J9V,294,1,10264
M5KMV,283,1,29991
M5NIJ,170,1,14595
M5Q7Y,324,1,2494
M5TF7,123,1,18659
M5VII,172,1,18291
M5ZVQ,177,1,15695
M621J,210,1,5812
M65JD,205,1,4091
M66Q0,221,1,9825
M6808,302,1,14492
M695D,23,1,36942
M69C3,178,1,3442
M6A34,117,1,17590
M6CJQ,70,1,4332
M6DL7,355,1,10591
M6E0G,344,1,5543
M6G3F,339,1,36445
M6I19,149,1,3566
M6OBP,59,1,1494
M6T2W,170,1,8394
M6WK1,285,1,1994
M6ZOU,331,1,9002
M71K4,233,1,13643
M72HW,101,1,2995
M73P2,109,1,13094
M7442,269,1,30490
M74GO,52,1,18912
M760X,209,1,20690
M7GPC,118,1,2866
M7JRK,35,1,9588
M7PM3,255,1,16140
M7TQX,5,1,17990
M7V1I,316,1,1891
M7WIM,339,1,12194
M7WOM,247,1,31822
M7WQ3,308,1,7194
M7XEG,54,1,25095
M81KG,296,1,7890
M820I,10,1,5144
M86IU,143,1,19240
M86QA,75,1,10391
M880M,30,1,11090
M88XD,325,1,7442
M8EA2,242,1,1388
M8GRF,249,1,8041
M8L9W,150,1,47442
M8MBD,354,1,4214
M8PBG,66,1,11112
M8VAQ,69,1,3815
M8W3V,6,1,4106
M8WRV,162,1,12645
M8XSK,76,1,9740
M920U,185,1,3693
M92T4,289,1,18792
M9AOJ,358,1,4684
M9B0R,298,1,22095
M9BXI,322,1,10340
M9DOQ,81,1,7591
M9E33,115,1,5894
M9MCY,1,1,11940
M9T8R,100,1,29091
M9UZ7,73,1,489
M9VPY,305,1,23895
MA6OM,133,1,18094
MAAOT,99,1,4893
MAB7W,1,1,13093
MAJ9U,256,1,10712
MALEW,355,1,15093
MAPTL,193,1,10094
MAQPQ,183,1,19990
MAWYA,258,1,28291
MAZJS,83,1,8579
MB0HL,195,1,29591
MB2ID,221,1,5592
MB5FO,177,1,18691
MB5H2,7,1,16292
MB5SU,207,1,18995
MB94L,321,1,7395
MBAAP,188,1,22993
MBBZG,77,1,16491
MBC1A,293,1,3907
MBCX5,256,1,24491
MBLU2,286,1,10394
MBLX1,5,1,11894
MBOR1,264,1,11995
MBRP5,6,1,42293
MBSG2,92,1,10941
MBTHH,354,1,26490
MC0KM,154,1,11293
MC56H,361,1,3664
MC5KM,134,1,6994
MC74R,340,1,9042
MC75E,260,1,10794
MCD04,208,1,3312
MCF6T,154,1,14059
MCJCE,100,1,4695
MCJOP,328,1,2995
MCKQC,200,1,6743
MCLV5,99,1,10193
MCOYK,322,1,12444
MCQT1,77,1,1605
MCRLY,7,1,6515
MCS2G,18,1,9745
MCSXS,232,1,22143
MCUA3,2,1,41293
MCYFY,48,1,18191
MD33C,6,1,12223
MD658,203,1,4912
MDB1P,57,1,10613
MDC9V,296,1,14371
MDD8W,303,1,5595
MDDTX,40,1,6015
MDGOI,122,1,10345
MDH92,167,1,15593
MDQBJ,232,1,24294
MDRS8,286,1,24491
MDWX4,191,1,1566
MDYI6,351,1,17291
